product_id,stock_count
OFF-AR-10001915,157
OFF-ST-10000352,218
TEC-PH-10000038,219
OFF-PA-10002689,100
TEC-CO-10001766,459
TEC-PH-10003357,163
OFF-PA-10004475,473
OFF-PA-10003001,351
OFF-FA-10000611,421
TEC-PH-10004922,226
TEC-AC-10003023,367
OFF-PA-10000167,284
FUR-FU-10000758,445
TEC-MA-10004679,223
TEC-AC-10003133,210
TEC-AC-10002006,279
OFF-LA-10002381,359
OFF-FA-10001843,476
OFF-LA-10003077,226
OFF-PA-10003424,290
FUR-FU-10002088,208
TEC-AC-10000736,358
OFF-AP-10000828,330
OFF-AP-10002906,464
FUR-TA-10001307,481
OFF-PA-10001457,280
OFF-AP-10002082,349
TEC-AC-10003590,237
OFF-PA-10003893,214
TEC-PH-10001817,217
FUR-BO-10000330,327
OFF-BI-10001900,439
FUR-BO-10003159,393
TEC-PH-10001615,497
FUR-CH-10001854,263
TEC-PH-10000455,275
OFF-PA-10001994,124
FUR-FU-10001196,412
OFF-LA-10000443,248
OFF-LA-10001771,293
FUR-FU-10002553,479
OFF-AP-10004233,227
FUR-CH-10004754,151
OFF-PA-10000809,236
FUR-FU-10002878,262
TEC-PH-10002885,146
TEC-PH-10000895,143
OFF-AP-10001005,444
FUR-CH-10000988,385
FUR-FU-10001986,456
OFF-ST-10000464,471
OFF-PA-10003129,463
OFF-AR-10003631,393
FUR-BO-10001918,250
FUR-FU-10001617,251
TEC-PH-10002824,110
OFF-PA-10003309,484
FUR-TA-10004175,137
OFF-EN-10002621,117
FUR-CH-10000155,440
FUR-FU-10001037,262
OFF-LA-10003190,222
OFF-ST-10002562,256
OFF-PA-10001972,207
TEC-PH-10002483,351
TEC-AC-10001284,496
OFF-ST-10001505,458
OFF-AR-10004582,384
TEC-AC-10002842,235
OFF-BI-10002954,312
OFF-AP-10003281,298
OFF-SU-10000898,272
FUR-CH-10003774,278
OFF-BI-10002393,281
FUR-TA-10002855,344
OFF-PA-10002160,468
OFF-FA-10004395,125
OFF-ST-10000943,462
OFF-PA-10001661,412
FUR-CH-10003833,170
TEC-AC-10001114,226
OFF-ST-10003996,436
OFF-PA-10000477,253
OFF-BI-10004209,161
FUR-TA-10003954,109
TEC-AC-10003289,406
TEC-PH-10002468,116
OFF-PA-10001295,447
OFF-LA-10000248,268
OFF-FA-10004076,115
TEC-PH-10001578,144
OFF-ST-10003638,120
FUR-BO-10002213,453
OFF-EN-10003040,396
TEC-PH-10000923,186
OFF-AR-10004511,426
OFF-PA-10003883,418
TEC-PH-10002807,449
FUR-FU-10002364,316
OFF-SU-10001664,281
FUR-TA-10003238,190
TEC-PH-10001536,426
OFF-PA-10000551,271
OFF-AP-10000252,367
FUR-FU-10004748,206
OFF-AR-10000538,364
TEC-PH-10001079,482
OFF-AP-10003842,129
OFF-PA-10003790,378
FUR-BO-10002202,487
OFF-AP-10002765,348
OFF-ST-10003692,433
TEC-PH-10001051,142
OFF-AR-10000817,208
FUR-FU-10004597,235
OFF-BI-10002982,305
OFF-PA-10004285,117
OFF-AP-10001391,468
TEC-PH-10001944,449
OFF-PA-10001776,211
FUR-TA-10001866,366
FUR-TA-10001950,460
FUR-FU-10001468,251
OFF-PA-10000380,173
OFF-AP-10000026,308
OFF-PA-10003936,463
OFF-BI-10000632,403
OFF-PA-10002960,156
OFF-PA-10000919,453
OFF-BI-10001553,362
FUR-CH-10001714,255
FUR-FU-10002298,267
OFF-AR-10000315,138
OFF-AR-10003087,114
TEC-CO-10000971,103
OFF-BI-10002437,333
TEC-AC-10002637,305
FUR-BO-10000780,485
TEC-PH-10003072,196
TEC-MA-10000112,350
TEC-AC-10004171,373
FUR-CH-10002439,335
OFF-EN-10002973,157
OFF-LA-10000081,162
OFF-PA-10000726,496
FUR-CH-10001190,162
OFF-SU-10002557,404
OFF-ST-10001837,330
OFF-AR-10001473,466
TEC-PH-10001835,332
OFF-PA-10002245,261
OFF-EN-10004483,416
OFF-SU-10000151,230
TEC-PH-10000675,100
OFF-AP-10002651,319
TEC-AC-10002550,488
OFF-BI-10000829,149
TEC-AC-10001590,466
FUR-FU-10004909,262
FUR-FU-10004587,218
FUR-FU-10001847,216
OFF-PA-10001752,466
OFF-AR-10003727,143
OFF-LA-10003663,268
TEC-CO-10004722,475
FUR-CH-10002017,446
FUR-FU-10003829,486
OFF-PA-10000697,197
OFF-AR-10004691,385
OFF-PA-10000223,454
OFF-PA-10000062,458
FUR-BO-10003404,105
OFF-BI-10004233,385
TEC-PH-10002834,344
FUR-CH-10003761,133
OFF-PA-10004665,163
TEC-MA-10002981,340
OFF-BI-10002003,326
TEC-MA-10003626,454
OFF-AR-10003183,286
OFF-PA-10001246,328
OFF-PA-10001815,306
TEC-PH-10002075,242
TEC-AC-10004227,112
TEC-AC-10004127,254
FUR-CH-10002758,425
OFF-BI-10003166,124
OFF-AP-10001242,442
OFF-FA-10002763,330
OFF-PA-10004239,430
FUR-FU-10001185,209
TEC-PH-10004389,134
OFF-SU-10000946,428
OFF-PA-10003739,129
OFF-AR-10003772,183
OFF-AR-10003338,132
FUR-FU-10002116,231
FUR-CH-10000422,236
FUR-FU-10004963,191
FUR-FU-10000305,208
TEC-PH-10001459,124
FUR-FU-10002445,461
OFF-PA-10003848,246
FUR-FU-10000550,328
TEC-MA-10004521,116
OFF-AP-10003779,281
OFF-BI-10002799,101
FUR-TA-10003837,421
TEC-PH-10002350,181
TEC-AC-10000397,403
TEC-AC-10004001,197
FUR-FU-10002379,201
TEC-PH-10000526,303
OFF-PA-10001977,209
FUR-BO-10003660,214
OFF-PA-10001471,145
TEC-MA-10001972,143
TEC-PH-10004908,284
FUR-CH-10004495,465
OFF-AR-10001615,403
TEC-PH-10001299,396
OFF-AR-10004260,358
OFF-BI-10001787,416
OFF-ST-10002957,368
TEC-PH-10001644,440
TEC-AC-10000420,347
OFF-EN-10004846,247
OFF-ST-10002301,451
OFF-PA-10004609,486
OFF-PA-10001033,412
FUR-FU-10002963,497
FUR-FU-10000193,209
FUR-BO-10002916,293
FUR-TA-10004152,450
OFF-PA-10004610,199
FUR-FU-10000320,121
FUR-CH-10003535,291
TEC-PH-10002415,171
OFF-PA-10004996,183
FUR-BO-10001608,203
FUR-BO-10000112,217
OFF-BI-10003476,344
TEC-PH-10003484,224
OFF-PA-10000552,208
OFF-AR-10004062,333
OFF-PA-10004039,499
OFF-AR-10001725,239
TEC-AC-10004859,278
FUR-FU-10001731,459
OFF-ST-10001031,358
OFF-ST-10001034,127
TEC-PH-10000730,269
OFF-FA-10001332,122
FUR-TA-10003469,120
FUR-CH-10003606,484
OFF-LA-10003537,124
OFF-PA-10004733,121
TEC-AC-10004814,221
OFF-SU-10002301,301
OFF-BI-10004318,365
TEC-AC-10001539,175
OFF-BI-10004828,222
FUR-BO-10004218,375
TEC-PH-10003535,102
FUR-FU-10001085,125
OFF-AR-10003481,285
OFF-AP-10001962,379
FUR-FU-10003798,476
FUR-BO-10000711,447
OFF-AP-10004655,280
FUR-BO-10004360,140
TEC-MA-10001127,167
OFF-AR-10001227,423
FUR-CH-10000229,421
OFF-PA-10004248,294
OFF-EN-10004007,444
TEC-MA-10001570,167
FUR-FU-10003930,296
OFF-AR-10001972,187
OFF-AR-10004587,189
OFF-AP-10001366,414
TEC-MA-10001047,133
TEC-MA-10003246,305
FUR-FU-10000175,358
OFF-PA-10000565,157
OFF-LA-10000414,412
OFF-AP-10002998,467
FUR-BO-10004690,338
FUR-BO-10003546,297
FUR-TA-10003392,269
OFF-EN-10003567,205
FUR-TA-10004442,143
OFF-PA-10004948,121
OFF-EN-10004206,159
TEC-PH-10000193,338
OFF-ST-10000885,354
FUR-FU-10003424,429
OFF-BI-10003718,282
FUR-FU-10000719,257
FUR-BO-10003893,129
FUR-CH-10000749,244
OFF-PA-10003228,460
TEC-AC-10004877,432
TEC-PH-10001305,429
OFF-PA-10000483,442
TEC-AC-10002018,127
OFF-SU-10001212,385
OFF-BI-10000201,229
OFF-FA-10000840,463
OFF-AR-10001231,343
FUR-CH-10001802,385
TEC-PH-10003356,318
OFF-AP-10002670,135
OFF-AP-10000390,426
OFF-PA-10002764,232
OFF-PA-10000143,101
TEC-MA-10000045,309
OFF-ST-10000136,230
TEC-PH-10004522,401
TEC-PH-10002584,111
FUR-FU-10001025,317
TEC-MA-10003173,427
TEC-PH-10002583,127
TEC-MA-10000423,258
FUR-FU-10003192,133
OFF-AR-10000614,430
FUR-TA-10001771,261
FUR-CH-10002044,480
FUR-TA-10001086,496
OFF-PA-10000048,371
TEC-MA-10002109,159
OFF-PA-10003036,421
TEC-PH-10001870,382
OFF-ST-10002182,118
TEC-PH-10001468,156
OFF-ST-10003572,494
OFF-ST-10003994,408
FUR-CH-10001545,267
FUR-FU-10004245,219
OFF-EN-10002592,312
TEC-MA-10003329,206
OFF-ST-10000636,261
OFF-PA-10001497,204
OFF-PA-10001952,492
OFF-PA-10001826,343
TEC-MA-10001031,224
TEC-PH-10002114,358
OFF-AP-10001564,112
TEC-AC-10004595,119
FUR-FU-10002874,477
FUR-FU-10003489,452
TEC-MA-10002073,477
OFF-PA-10000300,456
TEC-PH-10004080,406
OFF-ST-10004946,224
TEC-MA-10004255,166
FUR-FU-10003095,452
FUR-FU-10000820,143
OFF-LA-10002368,493
OFF-AP-10003278,343
TEC-PH-10002070,480
TEC-AC-10004420,174
TEC-MA-10002790,498
OFF-PA-10001837,477
FUR-FU-10003806,440
TEC-MA-10000904,135
OFF-AR-10004707,229
TEC-MA-10004086,306
FUR-FU-10002506,258
OFF-AP-10000027,430
OFF-PA-10001846,430
TEC-MA-10003673,424
TEC-MA-10000984,496
OFF-FA-10000254,381
OFF-AP-10004136,210
OFF-PA-10001583,278
OFF-SU-10003936,127
OFF-PA-10000210,382
OFF-AR-10003477,314
TEC-AC-10002380,410
TEC-PH-10002817,316
OFF-AP-10003099,379
OFF-ST-10001627,120
