transaction_id,customer_id,product_id,date,quantity,amount
CA-2017-135860,JH-15985,OFF-BI-10003274,12/1/2017,4,15.92
CA-2017-135860,JH-15985,OFF-FA-10000134,12/1/2017,9,52.29
CA-2017-135860,JH-15985,OFF-ST-10001522,12/1/2017,1,91.99
CA-2015-101007,MS-17980,TEC-AC-10001266,2/9/2015,2,20.8
CA-2015-146262,VW-21775,OFF-LA-10004544,1/2/2015,2,23.68
CA-2015-146262,VW-21775,FUR-BO-10004695,1/2/2015,5,452.45
CA-2015-146262,VW-21775,TEC-PH-10002844,1/2/2015,3,62.982
CA-2015-146262,VW-21775,TEC-MA-10000864,1/2/2015,9,1188
CA-2015-146262,VW-21775,TEC-AC-10000109,1/2/2015,2,89.584
CA-2016-130162,JH-15910,OFF-ST-10001328,10/28/2016,6,93.06
CA-2016-130162,JH-15910,TEC-PH-10002563,10/28/2016,3,302.376
CA-2015-169397,JB-15925,OFF-FA-10000585,12/24/2015,2,5.584
CA-2015-169397,JB-15925,OFF-PA-10004000,12/24/2015,6,22.704
CA-2015-169397,JB-15925,OFF-BI-10002852,12/24/2015,4,19.776
CA-2015-169397,JB-15925,FUR-FU-10000087,12/24/2015,4,72.704
CA-2015-169397,JB-15925,TEC-MA-10001148,12/24/2015,4,479.988
CA-2015-169397,JB-15925,OFF-AR-10001958,12/24/2015,2,27.168
CA-2015-163055,DS-13180,OFF-AR-10001026,8/9/2015,1,2.2
CA-2015-163055,DS-13180,FUR-TA-10003748,8/9/2015,5,622.45
CA-2015-163055,DS-13180,OFF-ST-10002485,8/9/2015,1,21.98
US-2015-145436,VD-21670,FUR-CH-10004860,2/28/2015,2,161.568
US-2015-145436,VD-21670,FUR-CH-10004477,2/28/2015,8,389.696
US-2014-156216,EA-14035,OFF-BI-10001679,9/13/2014,7,18.648
US-2017-100930,CS-12400,FUR-TA-10001705,4/7/2017,2,233.86
US-2017-100930,CS-12400,FUR-TA-10003473,4/7/2017,3,620.6145
US-2017-100930,CS-12400,OFF-BI-10001679,4/7/2017,2,5.328
US-2017-100930,CS-12400,FUR-FU-10004017,4/7/2017,3,258.072
US-2017-100930,CS-12400,TEC-AC-10003832,4/7/2017,3,617.976
CA-2017-160514,DB-13120,OFF-PA-10002479,11/12/2017,2,10.56
CA-2016-157749,KL-16645,OFF-PA-10003349,6/4/2016,5,25.92
CA-2016-157749,KL-16645,FUR-FU-10000576,6/4/2016,5,419.68
CA-2016-157749,KL-16645,FUR-FU-10004351,6/4/2016,3,11.688
CA-2016-157749,KL-16645,TEC-PH-10000011,6/4/2016,2,31.984
CA-2016-157749,KL-16645,FUR-TA-10002607,6/4/2016,5,177.225
CA-2016-157749,KL-16645,FUR-FU-10002505,6/4/2016,3,4.044
CA-2016-157749,KL-16645,OFF-AR-10004685,6/4/2016,2,7.408
CA-2014-131926,DW-13480,FUR-CH-10004063,6/1/2014,7,2001.86
CA-2014-131926,DW-13480,OFF-ST-10002276,6/1/2014,2,166.72
CA-2014-131926,DW-13480,OFF-PA-10004082,6/1/2014,6,47.88
CA-2014-131926,DW-13480,OFF-AP-10002945,6/1/2014,5,1503.25
CA-2014-131926,DW-13480,OFF-PA-10000061,6/1/2014,4,25.92
CA-2016-154739,LH-17155,FUR-CH-10002965,12/10/2016,2,321.568
CA-2016-145625,KC-16540,OFF-PA-10004569,9/11/2016,1,7.61
CA-2016-145625,KC-16540,TEC-AC-10003832,9/11/2016,13,3347.37
CA-2016-146941,DL-13315,OFF-ST-10001228,12/10/2016,6,80.58
CA-2016-146941,DL-13315,OFF-EN-10003296,12/10/2016,4,361.92
US-2015-159982,DR-12880,FUR-FU-10002505,11/28/2015,9,12.132
US-2015-159982,DR-12880,OFF-ST-10004804,11/28/2015,2,82.368
US-2015-159982,DR-12880,OFF-ST-10001590,11/28/2015,5,53.92
US-2015-159982,DR-12880,TEC-PH-10001580,11/28/2015,6,647.904
CA-2017-163139,CC-12670,TEC-AC-10000290,12/1/2017,3,20.37
CA-2017-163139,CC-12670,OFF-ST-10002790,12/1/2017,3,221.55
CA-2017-163139,CC-12670,OFF-BI-10003460,12/1/2017,5,17.52
US-2017-155299,Dl-13600,OFF-AP-10002203,6/8/2017,2,1.624
US-2014-106992,SB-20290,TEC-MA-10000822,9/19/2014,3,3059.982
US-2014-106992,SB-20290,TEC-MA-10003353,9/19/2014,7,2519.958
CA-2016-125318,RC-19825,TEC-PH-10001433,6/6/2016,4,328.224
CA-2015-155040,AH-10210,TEC-AC-10004469,11/10/2015,2,79.9
CA-2017-136826,CB-12535,OFF-AR-10003602,6/16/2017,3,14.016
CA-2016-111010,PG-18895,OFF-FA-10003472,1/22/2016,6,7.56
US-2017-145366,CA-12310,OFF-ST-10004180,12/9/2017,1,37.208
US-2017-145366,CA-12310,OFF-EN-10004386,12/9/2017,3,57.576
CA-2017-163979,KH-16690,OFF-ST-10003208,12/28/2017,4,725.84
CA-2015-155334,HA-14920,TEC-AC-10003628,7/30/2015,7,209.93
CA-2015-155334,HA-14920,FUR-FU-10003274,7/30/2015,3,5.28
CA-2015-155334,HA-14920,OFF-BI-10002557,7/30/2015,3,10.92
CA-2017-118136,BB-10990,OFF-PA-10002615,9/16/2017,2,8.82
CA-2017-118136,BB-10990,OFF-AR-10001427,9/16/2017,1,5.98
CA-2017-132976,AG-10495,OFF-PA-10000673,10/13/2017,2,11.648
CA-2017-132976,AG-10495,OFF-PA-10004470,10/13/2017,4,18.176
CA-2017-132976,AG-10495,OFF-ST-10000876,10/13/2017,6,59.712
CA-2017-132976,AG-10495,OFF-LA-10002043,10/13/2017,3,24.84
US-2015-161991,SC-20725,OFF-BI-10004967,9/26/2015,5,2.08
US-2015-161991,SC-20725,TEC-PH-10001760,9/26/2015,7,1114.4
CA-2015-130890,JO-15280,FUR-TA-10002903,11/2/2015,5,1038.84
CA-2015-130883,TB-21520,OFF-PA-10000474,9/26/2015,5,141.76
CA-2015-130883,TB-21520,TEC-AC-10001956,9/26/2015,5,239.8
CA-2015-130883,TB-21520,OFF-PA-10004100,9/26/2015,6,31.104
CA-2016-112697,AH-10195,OFF-BI-10000778,12/18/2016,7,254.058
CA-2016-112697,AH-10195,OFF-AP-10002684,12/18/2016,2,194.528
CA-2016-112697,AH-10195,OFF-SU-10000646,12/18/2016,5,961.48
CA-2016-110772,NZ-18565,OFF-FA-10002983,11/20/2016,7,19.096
CA-2016-110772,NZ-18565,OFF-LA-10004689,11/20/2016,8,18.496
CA-2016-110772,NZ-18565,TEC-AC-10002001,11/20/2016,2,255.984
CA-2016-110772,NZ-18565,FUR-BO-10004709,11/20/2016,3,86.97
CA-2014-111451,KL-16555,FUR-FU-10004091,12/26/2014,8,300.416
CA-2014-111451,KL-16555,FUR-CH-10001891,12/26/2014,3,230.352
CA-2014-111451,KL-16555,FUR-FU-10002918,12/26/2014,3,218.352
CA-2014-111451,KL-16555,OFF-BI-10004593,12/26/2014,5,78.6
CA-2014-111451,KL-16555,OFF-FA-10004854,12/26/2014,3,27.552
CA-2016-142545,JD-15895,OFF-PA-10002105,10/28/2016,5,32.4
CA-2016-142545,JD-15895,OFF-ST-10002756,10/28/2016,8,1082.48
CA-2016-142545,JD-15895,OFF-PA-10004243,10/28/2016,3,56.91
CA-2016-142545,JD-15895,FUR-FU-10001861,10/28/2016,4,77.6
CA-2016-142545,JD-15895,OFF-BI-10002706,10/28/2016,1,14.28
US-2017-152380,JH-15910,FUR-TA-10002533,11/19/2017,3,219.075
CA-2015-144253,AS-10225,FUR-FU-10002671,5/4/2015,2,26.8
CA-2014-130960,KB-16600,OFF-AR-10003651,12/30/2014,3,9.84
CA-2014-111003,CR-12625,OFF-BI-10001072,6/1/2014,3,45.48
CA-2014-111003,CR-12625,OFF-AR-10002135,6/1/2014,6,289.2
CA-2017-126774,SH-20395,OFF-AR-10002804,4/15/2017,1,4.89
CA-2016-142902,BP-11185,FUR-FU-10001918,9/12/2016,4,15.136
CA-2016-142902,BP-11185,FUR-CH-10004086,9/12/2016,2,466.768
CA-2016-142902,BP-11185,FUR-FU-10001756,9/12/2016,1,15.232
CA-2016-142902,BP-11185,OFF-LA-10000634,9/12/2016,3,6.264
CA-2014-120887,TS-21205,FUR-FU-10001588,9/27/2014,3,87.54
CA-2014-167850,AG-10525,TEC-PH-10002398,8/9/2014,2,178.384
CA-2014-167850,AG-10525,OFF-PA-10001937,8/9/2014,3,15.552
CA-2014-164259,SP-20860,OFF-AR-10003373,12/28/2014,4,99.136
CA-2014-164973,NM-18445,FUR-CH-10002602,11/4/2014,1,135.882
CA-2014-164973,NM-18445,TEC-MA-10002927,11/4/2014,2,3991.98
CA-2014-164973,NM-18445,TEC-PH-10004093,11/4/2014,6,275.94
CA-2014-164973,NM-18445,TEC-AC-10000892,11/4/2014,4,360
CA-2014-164973,NM-18445,OFF-ST-10002974,11/4/2014,1,43.57
CA-2014-156601,FA-14230,OFF-FA-10000624,9/19/2014,2,7.16
CA-2016-162138,GK-14620,OFF-BI-10004593,4/23/2016,6,251.52
CA-2016-162138,GK-14620,TEC-AC-10001908,4/23/2016,1,99.99
CA-2017-153339,DJ-13510,FUR-FU-10001967,11/3/2017,1,15.992
US-2016-141544,PO-18850,TEC-PH-10003645,8/30/2016,3,290.898
US-2016-141544,PO-18850,OFF-ST-10000675,8/30/2016,2,54.224
US-2016-141544,PO-18850,FUR-CH-10003312,8/30/2016,4,786.744
US-2016-141544,PO-18850,OFF-LA-10001074,8/30/2016,10,100.24
US-2016-141544,PO-18850,OFF-BI-10001524,8/30/2016,6,37.764
US-2016-150147,JL-15850,TEC-PH-10004614,4/25/2016,2,82.8
US-2016-150147,JL-15850,OFF-BI-10001153,4/25/2016,2,20.724
US-2016-150147,JL-15850,OFF-BI-10001982,4/25/2016,3,4.896
CA-2015-137946,DB-13615,OFF-BI-10001922,9/1/2015,1,4.752
CA-2015-137946,DB-13615,TEC-CO-10001449,9/1/2015,2,959.984
CA-2015-137946,DB-13615,OFF-BI-10004140,9/1/2015,4,14.368
CA-2014-129924,AC-10420,OFF-BI-10003314,7/12/2014,2,7.712
CA-2014-129924,AC-10420,FUR-TA-10004575,7/12/2014,3,698.352
CA-2015-128167,KL-16645,OFF-FA-10000490,6/22/2015,4,4.96
CA-2014-122336,JD-15895,OFF-AR-10000122,4/13/2014,4,17.856
CA-2014-122336,JD-15895,OFF-BI-10003656,4/13/2014,10,509.97
CA-2014-122336,JD-15895,OFF-FA-10002780,4/13/2014,13,30.992
CA-2014-122336,JD-15895,TEC-PH-10000702,4/13/2014,12,71.928
US-2015-120712,CS-12130,OFF-ST-10000107,12/20/2015,4,88.8
CA-2017-169901,CC-12550,TEC-PH-10002293,6/15/2017,3,47.976
CA-2017-134306,TD-20995,OFF-AR-10004027,7/8/2017,3,7.56
CA-2017-134306,TD-20995,OFF-PA-10000249,7/8/2017,2,24.56
CA-2017-134306,TD-20995,OFF-AR-10001374,7/8/2017,2,12.96
CA-2016-129714,AB-10060,TEC-AC-10000290,9/1/2016,1,6.79
CA-2016-129714,AB-10060,OFF-PA-10001970,9/1/2016,2,24.56
CA-2016-129714,AB-10060,OFF-BI-10002160,9/1/2016,1,3.048
CA-2016-129714,AB-10060,OFF-PA-10001970,9/1/2016,4,49.12
CA-2016-129714,AB-10060,OFF-BI-10004995,9/1/2016,4,4355.168
CA-2016-138520,JL-15505,FUR-BO-10002268,4/8/2016,6,388.704
CA-2016-138520,JL-15505,OFF-EN-10001137,4/8/2016,2,8.26
CA-2016-138520,JL-15505,OFF-AR-10002399,4/8/2016,4,17.04
CA-2016-138520,JL-15505,OFF-PA-10002713,4/8/2016,5,34.4
